location,tag,region,topography,vegetation,climate,natural_harbor_suitability,installed_good,ad1_good,decision,source,confidence,note
torhovytsia,PDL,Eastern Europe,flatland,woods,continental,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tormosin,ROX,Pontic,flatland,grasslands,cold_arid,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toro,ROM,Rome,plateau,grasslands,cold_arid,,wine,fruit,environment_rule,P12.1;PER,contested,"Grape-wine cultivation is removed from arctic, cold-arid, and tropical templates."
torom,MNC,Steppe,hills,woods,arctic,0.00,sand,sand,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toropets,SMD,Eastern Europe,flatland,woods,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torralba,ROM,Rome,hills,grasslands,oceanic,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torres_novas,ROM,Rome,flatland,woods,mediterranean,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torres_vedras,ROM,Rome,hills,woods,oceanic,0.00,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tortoli,ROM,Rome,hills,forest,mediterranean,0.00,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tortona,ROM,Rome,flatland,grasslands,subtropical,,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tortosa,ROM,Rome,flatland,farmland,mediterranean,0.50,rice,millet,regional_rule,P12.1;PER,contested,Rice remains in established Asian and West African cultivation zones with an Iranian irrigated proxy
tortum,CAU,Caucasus,mountains,woods,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torun,GUT,Germania,flatland,farmland,continental,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torzhok,UVD,Finland,flatland,woods,continental,,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torzym,VAN,Germania,flatland,woods,continental,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tosa,SHK,Japan,hills,forest,subtropical,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tosan,KRS,Korea,flatland,woods,continental,,incense,medicaments,regional_rule,P12.1,secure,Frankincense and myrrh are localized to Arabia Felix and the Horn
toshima,OHW,Japan,flatland,woods,continental,0.00,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toshima_kanto,TKW,Japan,flatland,farmland,subtropical,0.75,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tosora,INS,Southeast Asia,wetlands,forest,tropical,0.00,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tosse,ROM,Rome,wetlands,woods,oceanic,0.00,sand,sand,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tost_uul,XIO,Steppe,plateau,desert,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tosya,ROM,Rome,hills,forest,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toszek,BUU,Germania,flatland,woods,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
totma,VYG,Finland,flatland,forest,arctic,,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
totolapan,ZAP,Mesoamerica,mountains,woods,arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
touggourt,GAR,Africa,flatland,sparse,arid,,horses,horses,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toul,ROM,Rome,flatland,grasslands,oceanic,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toulon,ROM,Rome,hills,grasslands,mediterranean,1.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toulouse,ROM,Rome,flatland,farmland,subtropical,,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tour_auvergne,ROM,Rome,plateau,woods,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tournai,ROM,Rome,flatland,farmland,oceanic,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
