profile,law,theme,category,law_name,law_description,option,stance,option_name,option_description,modifiers,estate_preferences,starting,source,confidence,boundary
african,antq_s2_african_cult_law,cult,religious,African Royal-and-Community Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the African Royal-and-Community political sphere.",antq_s2_african_cult_local,local,Community Compact Local Observance,Local observance broadens toleration while reducing the reach of an official cult.,tolerance_heathen=1|global_pop_conversion_speed_modifier=-0.05|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,tribes_estate|peasants_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_household_law,household,socioeconomic,African Royal-and-Community Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the African Royal-and-Community political sphere.",antq_s2_african_household_central,central,Royal Household Recorded Succession,Recorded succession eases state integration but places family affairs under official scrutiny.,global_integration_speed_modifier=0.035|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_household_law,household,socioeconomic,African Royal-and-Community Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the African Royal-and-Community political sphere.",antq_s2_african_household_mediated,mediated,Market-and-Sanctuary Council Lineage Arbitration,"Lineages arbitrate inheritance disputes, preserving elite consent at a cost to central uniformity.",nobles_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_monthly_control=-0.005|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|tribes_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_household_law,household,socioeconomic,African Royal-and-Community Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the African Royal-and-Community political sphere.",antq_s2_african_household_local,local,Community Compact Household Custom,Household custom protects local practice and mobility while weakening predictable assessment.,global_pop_assimilation_speed_modifier=0.01|peasants_estate_max_tax=-0.015|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_commerce_law,commerce,socioeconomic,African Royal-and-Community Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the African Royal-and-Community political sphere.",antq_s2_african_commerce_central,central,Royal Household Public Toll Schedule,Published toll schedules improve route revenue and enforcement but privilege official channels.,global_trade_through_owned_territory_efficiency=0.06|global_monthly_control=0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_commerce_law,commerce,socioeconomic,African Royal-and-Community Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the African Royal-and-Community political sphere.",antq_s2_african_commerce_mediated,mediated,Market-and-Sanctuary Council Merchant Arbitration,Merchant arbitration improves production and exchange while increasing urban political weight.,global_production_efficiency=0.03|global_burghers_estate_power=0.04|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_commerce_law,commerce,socioeconomic,African Royal-and-Community Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the African Royal-and-Community political sphere.",antq_s2_african_commerce_local,local,Community Compact Open Local Exchange,Open local exchange reduces barriers and strengthens communities at the expense of central receipts.,global_trade_through_owned_territory_efficiency=0.03|burghers_estate_max_tax=-0.02|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_coinage_law,coinage,socioeconomic,African Royal-and-Community Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the African Royal-and-Community political sphere.",antq_s2_african_coinage_central,central,Royal Household Official Standard,An official standard increases mint receipts but makes price stability depend on central restraint.,minting_income_factor=0.10|minting_inflation_threshold=-0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_coinage_law,coinage,socioeconomic,African Royal-and-Community Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the African Royal-and-Community political sphere.",antq_s2_african_coinage_mediated,mediated,Market-and-Sanctuary Council Multiple Civic Issues,Several recognized issues support commerce while sharing monetary authority with urban elites.,minting_income_factor=0.06|global_burghers_estate_power=0.04|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_coinage_law,coinage,socioeconomic,African Royal-and-Community Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the African Royal-and-Community political sphere.",antq_s2_african_coinage_local,local,Community Compact Weighed Exchange,Weighed and customary exchange is flexible but yields less direct mint revenue.,minting_income_factor=0.025|stability_cost_efficiency=0.02|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,tribes_estate|peasants_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_courts_law,courts,administrative,African Royal-and-Community Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the African Royal-and-Community political sphere.",antq_s2_african_courts_central,central,Royal Household Central Appeal,A central appeal improves consistency and state control but increases administrative load.,legislative_efficiency=0.04|country_cabinet_efficiency=-0.015|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_courts_law,courts,administrative,African Royal-and-Community Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the African Royal-and-Community political sphere.",antq_s2_african_courts_mediated,mediated,Market-and-Sanctuary Council Collegiate Judgment,Collegiate judgment balances elite interests and lowers the political cost of legislation.,stability_cost_efficiency=0.035|global_nobles_estate_power=0.025|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|clergy_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_courts_law,courts,administrative,African Royal-and-Community Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the African Royal-and-Community political sphere.",antq_s2_african_courts_local,local,Community Compact Local Composition,Local composition resolves disputes accessibly while limiting uniform precedent.,pop_join_rebel_threshold=-0.015|global_monthly_control=-0.01|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
